glacier_type,temperature_category,slope_category,aspect_category,AAR_n,AAR_mean,AAR_std,AAR_1σ,THAR_n,THAR_mean,THAR_std,THAR_1σ,AABR_n,AABR_mean,AABR_std,AABR_1σ
2,2,0,3,54,0.5646736543555877,0.05198317579578353,0.0019353167444583817,57,0.5200567066283432,0.10396255141266936,0.0019675993433918315,35,1.6401789465688048,0.32356497760010305,0.018835933237718514
2,2,1,0,26,0.5944073764596008,0.05890933024038362,0.006470114499908097,31,0.5008603697125493,0.07464940910341174,0.004359009769027565,22,1.5071135351692364,0.2815438755799685,0.04150671025662604
2,2,1,1,64,0.5553881499798713,0.05252401499455893,0.002162030808372906,67,0.5051240739384896,0.09246218276812838,0.0021581260396393016,62,1.3479679856225868,0.2967766791294778,0.014351111407953287
2,2,1,2,61,0.575785494317129,0.05293105386972855,0.0008292783112694849,61,0.5277435003955809,0.09041484313962521,0.0007285259577818409,35,1.5744008816023574,0.27759909425505475,0.00706119078538595
2,2,1,3,38,0.5762050279557925,0.055464079187382775,0.0,38,0.5565181780597056,0.07708266107520624,0.0,25,1.6085836507085178,0.32189905356590715,0.0
2,2,2,0,17,0.59808368318185,0.060898704145628604,0.0073822077261312645,17,0.42868644394976246,0.1030300856012731,0.006523174695462823,17,1.6720496090001653,0.3804841391490484,0.05520786143959975
2,2,2,1,31,0.5597197291707848,0.060543300957454166,0.004102624453203085,35,0.45264831703080854,0.0797794829637142,0.003997671384202434,28,1.35225511099293,0.300874365341238,0.02800487101014525
2,2,2,2,33,0.5936508400508469,0.04559270545782653,0.0,33,0.5695552652490322,0.07290398577813448,0.0,21,1.673425264654445,0.2773573514524308,0.00968679615597632
2,2,2,3,22,0.5636604314377324,0.04518050583082952,0.0,22,0.5427925653864226,0.09297016976808326,0.0,18,1.599099400339565,0.28387117135672457,0.0
3,0,0,0,498,0.591175229019866,0.06030511649336252,0.001008706935900299,620,0.582951914120407,0.11170819132497735,0.0008540932597431054,349,1.6274165259584907,0.3308521976967489,0.007827325375148573
3,0,0,1,503,0.5927150704599302,0.06094881642439521,0.0010346486791522357,621,0.5773553720869379,0.1154996868200784,0.0009114929018306304,325,1.6206798611117403,0.31062930650023063,0.008001099290646019
3,0,1,0,37,0.5819174263371167,0.05213332528841558,0.00430949768910357,43,0.5017699519279828,0.11028371985630318,0.003706531872000987,36,1.635402427839475,0.28612783409138004,0.03103654022364945
3,0,1,1,39,0.6102192140091293,0.052720033580659964,0.005249894179545909,48,0.5112462803472257,0.11009773973318798,0.00433732059603119,31,1.778986404287124,0.3103149871514412,0.042756681802186954
3,0,2,0,18,0.6123822850108035,0.06041665688553035,0.007884649632276485,26,0.41249914622557043,0.10645276144155641,0.004722662770738329,14,1.6053628424490918,0.26326652318473864,0.051635923256036095
3,0,2,1,23,0.6204841999118729,0.04264764436691188,0.008445184069100033,29,0.4158649926001756,0.09371181973121256,0.006034861229847792,19,1.7683642603208183,0.22165175251741642,0.06992357266759729
3,1,0,0,178,0.5778954598440301,0.060255752928039495,0.0011911134334405334,207,0.5677241084770417,0.1141713975919649,0.0011327697003844586,130,1.441676248101533,0.34512783659318674,0.008054104183017299
3,1,0,1,194,0.5703739113822037,0.05541047392082151,0.0011336827261511136,213,0.5344986515214337,0.10544775459729994,0.0011228030349116497,147,1.4231292944197271,0.3441812156352989,0.008423116439948348
3,1,1,0,31,0.5794813086494548,0.07332550014655145,0.004710861590085668,46,0.4633039301442377,0.11511353455907139,0.003920916727823315,26,1.436001367693515,0.3512579499382732,0.031501310827688984
3,1,1,1,46,0.5734688019878622,0.06483028338446259,0.004191082182098213,54,0.45890449481691536,0.09372461441997525,0.003341761278844696,36,1.42531931034354,0.36463686865823114,0.030643600756648334
3,1,2,0,15,0.5855728309692873,0.06672404746168026,0.00881065977838078,30,0.41463980084533036,0.11241770712865112,0.005728154441232558,13,1.5210647322774535,0.36524136087663567,0.061670359993208926
3,1,2,1,45,0.5826422239220719,0.057819678364317915,0.0032328225366143005,47,0.3986700762279116,0.07364326430302275,0.0026734309754860132,37,1.567515196096913,0.3357966632750852,0.02794423171655066
3,2,0,0,127,0.556600695359242,0.05411226604778625,0.0011187700398792423,137,0.5502038116682798,0.09633269601098411,0.0007736798582636013,113,1.434176419644126,0.3276665136056141,0.007317133293284415
3,2,0,1,111,0.5596378991353191,0.05800092659686503,0.0011197825871009676,112,0.549383819228656,0.09898589242720167,0.0008457322761080093,89,1.3867231414341616,0.30817197847806954,0.007052823128159768
3,2,0,2,75,0.5578835683531645,0.07422067560793894,0.0013919645980391962,90,0.5031845498155179,0.11016108689524898,0.0016880632101127135,50,1.443373793475911,0.3500497474152385,0.009893053032167577
3,2,0,3,62,0.5654231422892712,0.06646275142923098,0.0016555182705348165,65,0.5130236943280211,0.11191885704259787,0.0010268644813942406,40,1.5572461289607,0.364600238066284,0.018092538930809747
3,2,1,0,52,0.5352399021391546,0.065386151214572,0.002208131099396624,55,0.5048851812339825,0.10067568890583307,0.001235487921471976,49,1.2324729600442452,0.320650809831276,0.005965010638968816
3,2,1,1,51,0.5401207106416409,0.06149055535777555,0.0020363085608525074,52,0.4783360209775141,0.08220654221442687,0.001909589492155188,49,1.2979840093808606,0.34696029867781253,0.012736537416588973
3,2,1,2,66,0.5533703615994917,0.062070379203080284,0.0007064335514772533,69,0.5119422259136125,0.09316544144817832,0.0009462252900338496,48,1.4881403063685505,0.37249498870371583,0.006538299142937926
3,2,1,3,63,0.5566171362218405,0.06981823589407034,0.0009942723871308563,63,0.529812596280944,0.08884320550433993,0.0005687575763277321,47,1.473486031362089,0.3414578534479531,0.007490379699083382
3,2,2,0,26,0.504038886650082,0.0622995632879386,0.003820203338373691,28,0.4406214475807446,0.07627246099300378,0.002767620960019754,25,1.1342057758723676,0.23461197249210228,0.01559850394844118
3,2,2,1,46,0.5155032746350665,0.052908696420308036,0.0018022877518464684,48,0.45330632975701995,0.07088013647855658,0.0013473691783506597,45,1.1584544585979493,0.22313223278363278,0.008436480173453748
3,2,2,2,25,0.5738062549202352,0.059395650418484575,0.001764646604020232,25,0.5131080742925448,0.09088288380342821,0.0007094626589688114,17,1.649705729953441,0.3346520287061854,0.013748013211903573
3,2,2,3,22,0.5337406725973642,0.056514219630120634,0.0,23,0.5119138450080287,0.08463281813564115,0.0019299842734693516,21,1.4915584443755894,0.30598040272850924,0.0
4,0,0,0,26,0.6265200889161338,0.07044649266139148,0.005004071011671736,60,0.3811278000379882,0.12749934601469937,0.003606301615924646,5,1.6396860700084155,0.16035227369684438,0.08493845450058976
4,0,0,1,41,0.6170198675482708,0.0710985946934146,0.0040080317876410206,84,0.4340821804393826,0.13157837233349817,0.0031768937649995603,4,1.244360314570244,0.4742978680078023,0.05498270267789798
4,0,0,2,10,0.6034227596383046,0.06091658326963736,0.0020813490284616654,19,0.30997515212907417,0.08507566318342721,0.004391836341120736,1,1.9018515920415504,,0.0
4,0,0,3,23,0.5875781967949751,0.06569499317898471,0.00690578713505859,38,0.3587916677124327,0.10193944046248973,0.005493438256968647,7,1.6929677043519207,0.3224293352327344,0.0
4,0,1,1,11,0.6409787923654835,0.04572024612000055,0.006738398377192178,19,0.559240441734368,0.11290644731431633,0.005897688326524409,1,1.6100358928543144,,0.0
4,0,1,3,1,0.487223555124171,,0.0,1,0.434318862818372,,0.0,1,1.742202880670376,,0.0
4,0,2,0,2,0.6522910689826755,0.05234012848902849,0.02529468697410603,3,0.5262938027175745,0.130252898476265,0.012937595830046444,1,1.7842627583304338,,0.0
4,0,2,1,1,0.5653659212775254,,0.0,2,0.5748344149832494,0.15332924549560295,0.0,1,1.4626623287274787,,0.0
4,0,2,2,5,0.5409000458971657,0.03173192977211466,0.02483127815128923,3,0.36948121423557206,0.1352616298298651,0.013422766685417994,3,1.8369657032674784,0.05740130463325781,0.16614565992895813
4,1,0,0,18,0.594823133031508,0.07095788124300742,0.005014063207163923,24,0.43503172077838786,0.10391822429808663,0.004062087432917178,2,1.3893002981497882,0.6377906027011453,0.049442540433651205
4,1,0,1,50,0.5870190083264063,0.07384080162217639,0.0026848735453437645,64,0.4389600147568501,0.13390491088555107,0.0025262044951360613,10,1.6852258467198926,0.4649552679163459,0.024595989365179528
4,1,0,2,25,0.6124615501935148,0.06623374926001696,0.004240632622677829,28,0.34698640950993387,0.08916107016009829,0.004391280754751995,1,2.0389995640556857,,0.0
4,1,0,3,47,0.5800060508773943,0.06833699056291391,0.0042176363905941806,51,0.3548864124132025,0.12168053479948933,0.0026011810462631254,7,1.4944982280989831,0.3010368875760023,0.0
4,1,1,0,6,0.5546859372740506,0.047711678860062494,0.0039682555472179875,6,0.4386424650223842,0.07070577307199537,0.003708445848964459,1,1.3621934884228422,,0.0
4,1,1,1,21,0.598519595142726,0.041868510850498745,0.0031638017792920085,27,0.4532155065568706,0.11805700370131789,0.0033378245374077703,1,2.096070348041324,,0.0
4,1,2,1,28,0.5730218125999782,0.06965839502737949,0.002560922322268839,32,0.4207456958323015,0.12340153267621204,0.002913444787413006,4,1.7142683783855837,0.4422386968187586,0.0
4,1,2,2,2,0.5881380356755892,0.10234750305494432,0.0,3,0.48980500944975347,0.08204067010801905,0.0,1,1.2296877877843768,,0.0
4,1,2,3,3,0.5617693908455145,0.03651742661671438,0.0,3,0.4747564989843573,0.10087897114407024,0.0,1,1.852269169019113,,0.0
4,2,0,1,29,0.6052657709578584,0.07431175319952987,0.0025717552486536517,34,0.4416186125282916,0.11937632845817271,0.0022354175333473823,6,1.8303818892281611,0.2577877419040592,0.0
4,2,0,2,103,0.5740050725650959,0.07429707646212315,0.0027639790039524896,104,0.3896640809281631,0.12277933191398255,0.002072137089133716,23,1.671980587302619,0.2833051075603523,0.04114829637449161
4,2,0,3,167,0.5832744328992359,0.0753817356757071,0.0021345991149252282,189,0.4007500916774096,0.12194410976450805,0.0016492679213767716,26,1.7002802430718353,0.32240057151681467,0.04016478338676306
4,2,1,1,27,0.573871669215721,0.06110488417868011,0.002817643048468735,25,0.46706926015437167,0.12075909245153645,0.0,6,1.988639722056084,0.21315218307281236,0.0
4,2,1,2,23,0.5627866865609381,0.0691520055704151,0.006094065342583999,23,0.39505701342528854,0.14447019566515024,0.0040107968849797445,4,1.8489868865556947,0.23959095015769538,0.0
4,2,1,3,27,0.5825250964217198,0.07762834275649544,0.00464085076279821,29,0.4117412197802427,0.1516060033983953,0.004177108690399015,7,1.854218304116004,0.18221364832578182,0.058949069878057196
4,2,2,1,27,0.5404527089234313,0.06092026096715619,0.0011696962970386689,28,0.4349621249487425,0.08413412558006596,0.001683886758452531,8,1.8897136191151493,0.2257474731986961,0.0
4,2,2,2,16,0.561220973707452,0.06893449408223895,0.004355637940491396,15,0.39604553081057803,0.11224455286743916,0.0026127419252051694,3,1.3554929900376136,0.4646746591360199,0.08768373606287523
4,2,2,3,24,0.5775187940799066,0.07681279376266843,0.004905145342558228,21,0.44883135748766456,0.12189016785296103,0.004964786467667163,4,1.7912387541390107,0.27467287983636324,0.0
5,0,0,1,38,0.6143276085850197,0.04914805147780535,0.003995762369813311,69,0.4854522252277762,0.15556403897332824,0.0032399598496064136,8,1.9527921385933578,0.1701673039673519,0.048967547948349226
5,0,1,0,3,0.6498258692911657,0.06183094898101175,0.02333518835169754,4,0.513261516491692,0.12279028695892394,0.007980929050827987,1,1.611177271017234,,0.0
5,0,2,1,2,0.6076562368027376,0.03534943047356101,0.040599592608646456,3,0.40625538287227886,0.13091383249673305,0.02936435689637189,1,1.732296646631476,,0.44548712763295106
5,1,0,0,43,0.6116422368228225,0.05110463592980112,0.0031058237489623008,61,0.3868368718427234,0.10770063445597694,0.003033823336173247,1,2.054733362837275,,0.17615291716359005
5,1,0,1,62,0.600873150689253,0.05493153464831841,0.0032577944192734958,87,0.41749077031087223,0.11624820815973949,0.0024594942897603815,2,1.7250576810727378,0.2434289421770592,0.0
5,1,1,0,10,0.5936061600281068,0.07298022889345948,0.007878502979333398,12,0.5320823749209542,0.09568255232494485,0.006199211232693804,2,2.0260430008074986,0.1593719822135702,0.15114083006287193
5,2,0,0,51,0.6009426160759791,0.05503069335656767,0.0021124148837023144,57,0.46755662928702457,0.11922177814773152,0.001598699398657751,12,1.9177732809865926,0.1865385352206243,0.022005348751641517
5,2,0,1,58,0.5902082815181254,0.0533873448186788,0.002095813666814669,68,0.4466213084530647,0.09815933968457734,0.0013380339897051158,7,1.8509170542585756,0.3181840657070757,0.07527201493560474
5,2,0,3,3,0.5511411380083795,0.049226468183013905,0.0034629507244109217,3,0.45015678356702465,0.03791911029693693,0.011137368342156099,1,2.14872489250306,,0.0
5,2,1,0,11,0.5976429015462684,0.05878436569277315,0.008876088241960178,11,0.48269924434473394,0.12507850766537712,0.003922211946215019,1,2.083557955053976,,0.0
5,2,1,1,23,0.5751982785381216,0.06580907713195422,0.003886619471442135,24,0.4459442535608915,0.10573495569373496,0.0020238345549772607,4,1.8463676971462535,0.2504984001647086,0.060472664837172174
6,0,0,1,25,0.6344847672105002,0.05043839930501405,0.005541750633244383,62,0.56429621931384,0.15485752177130926,0.0033400004961357606,5,1.9263758587200104,0.19633439537045075,0.0
6,1,0,1,37,0.6081892459410484,0.05880039262355479,0.0029700839419039542,74,0.4425336791277938,0.14848063933050973,0.002984837264289823,2,1.6339606386796584,0.06999495880419426,0.0
6,2,0,1,4,0.6466513126818649,0.02947266781767576,0.0,6,0.6079007339049557,0.11341337784918974,0.013392564171622915,1,2.0711574945160343,,0.0
6,2,0,2,71,0.605623223993056,0.06551864754893554,0.004205966279912167,75,0.4570319031912616,0.13014193960618864,0.0027692824228879196,6,1.8216927833301046,0.3145536354331105,0.12739613645438996
6,2,0,3,93,0.5845351203138025,0.0720839923304851,0.00309837562014839,99,0.4132226817697678,0.1409170259675576,0.0022205199238454027,13,1.9297186115194265,0.263769417698391,0.06817599465289301
6,2,1,2,5,0.5858154665990288,0.03155604659647372,0.0,8,0.43153453428588656,0.10245116024262835,0.004109352833457196,1,1.2836383373849436,,0.44456539256237027
6,2,1,3,18,0.6186982059416525,0.07613273656665907,0.005825788757533382,18,0.41579063601559657,0.11185890633273116,0.005326796430779303,3,1.7749181800882505,0.5386962141103406,0.0
6,2,2,2,10,0.6143426943790621,0.06811777386762492,0.017633797977606648,9,0.4067240405006171,0.07227552261458657,0.01153220855362641,1,2.076762344613324,,0.8013291318689304
6,2,2,3,9,0.617585353189821,0.056729871759968506,0.012268484452840971,9,0.39568545738144206,0.08115848416151025,0.006860005268831111,1,2.1865222572516907,,0.0
7,0,0,0,12,0.6300108755310267,0.051201956141565155,0.006352334994935343,40,0.5380948146448493,0.15317085538217204,0.004496646171479663,2,2.070250609793419,0.11906896160591925,0.0
7,0,0,1,17,0.639330402044061,0.04482457569329779,0.006556737968346655,48,0.5268237824468387,0.15211954152038457,0.004145545766706895,2,1.8722440319846876,0.18177140904745656,0.16155891891907403
7,1,0,1,12,0.6401608417536481,0.056342740870078796,0.0062433830302356386,36,0.42928482089910186,0.1477249929839462,0.0051385482302910585,1,1.913551553883076,,0.0
7,1,2,1,1,0.4879612417534244,,0.0,1,0.5864597337692683,,0.0,1,1.828260854879032,,0.0
7,2,0,1,12,0.6098165150367674,0.04780473470522662,0.00305222110760151,21,0.5177964173939564,0.12174372095398783,0.003146797983130132,1,2.0686052695225503,,0.2349628958668908
7,2,0,2,5,0.5917597924199488,0.08593070951146439,0.010241071662125106,13,0.4968309584105889,0.05809344892236137,0.0035863242682783814,3,1.9571901776243141,0.1118822438640941,0.12112850289253714
7,2,0,3,10,0.5934453716493253,0.08900403885866781,0.005049960180108005,18,0.46917163810683493,0.08100093826327322,0.002552184835006285,3,1.5737739564452558,0.42261303238632614,0.0
